gene_id;SHSY5Y_b (SRR4098610);A431_a (SRR629557);U-251 MG_a (SRR629561);U-251 MG_b (SRR629562);U2OS_a (SRR629563);A-549_a (SRR629564);A-549_b (SRR629565);CACO-2_a (SRR629566);CACO-2_b (SRR629568);HEK 293_b (SRR629570);Hep-G2_a (SRR629573);MCF-7_a (SRR629577);MCF-7_b (SRR629578);PC3_a (SRR629581);gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;description
ENSG00000233907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01761;NC_000001.11;95474737;95479356;+;4620;lncRNA;"long intergenic non-protein coding RNA 1761 [Source:HGNC Symbol;Acc:HGNC:52551]"
ENSG00000233917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;POTEB;NC_000015.10;21846329;21877393;-;31065;protein_coding;"POTE ankyrin domain family member B [Source:HGNC Symbol;Acc:HGNC:33734]"
ENSG00000233945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105378397;NC_000010.11;83672406;83677089;-;4684;lncRNA;"long intergenic non-protein coding RNA 2650 [Source:HGNC Symbol;Acc:HGNC:54135]"
ENSG00000233973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01360;NC_000001.11;73306170;73338877;+;32708;lncRNA;"long intergenic non-protein coding RNA 1360 [Source:HGNC Symbol;Acc:HGNC:50593]"
ENSG00000233985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01681;NC_000001.11;170174379;170241570;+;67192;lncRNA;"long intergenic non-protein coding RNA 1681 [Source:HGNC Symbol;Acc:HGNC:52468]"
ENSG00000233997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01425;NC_000021.9;21746985;21797415;+;50431;lncRNA;"long intergenic non-protein coding RNA 1425 [Source:HGNC Symbol;Acc:HGNC:50733]"
ENSG00000234052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01673;NC_000021.9;27635662;27675798;+;40137;lncRNA;"long intergenic non-protein coding RNA 1673 [Source:HGNC Symbol;Acc:HGNC:52461]"
ENSG00000234056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00463;NC_000013.11;25172824;25180001;-;7178;lncRNA;"long intergenic non-protein coding RNA 463 [Source:HGNC Symbol;Acc:HGNC:42813]"
ENSG00000234089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105375297;NC_000007.14;57221169;57222174;-;1006;lncRNA;"novel transcript"
ENSG00000234111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02433;NC_000004.12;157572490;157576154;+;3665;lncRNA;"long intergenic non-protein coding RNA 2433 [Source:HGNC Symbol;Acc:HGNC:27959]"
ENSG00000234132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101929305;NC_000001.11;201023944;201043069;+;19126;lncRNA;"novel transcript
ENSG00000234162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105373530;NC_000002.12;105927377;105938021;-;10645;lncRNA;"novel transcript
ENSG00000234173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105378311;NC_000010.11;54486230;54656051;+;169822;lncRNA;"novel transcript
ENSG00000234178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DEFA11P;NC_000008.11;NW_018654717.1;7028601;423725;7029489;424613;-;-;1778;transcribed_pseudogene;"defensin alpha 11
ENSG00000234184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01781;NC_000001.11;80535755;80646788;+;111034;lncRNA;"long intergenic non-protein coding RNA 1781 [Source:HGNC Symbol;Acc:HGNC:52571]"
ENSG00000234244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105376440;NC_000010.11;18710294;18836471;+;126178;lncRNA;"novel transcript"
ENSG00000234255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105374780;NC_000002.12;65437887;65456541;-;18655;lncRNA;"novel transcript"
ENSG00000234265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01723;NC_000020.11;12950340;12951627;+;1288;lncRNA;"long intergenic non-protein coding RNA 1723 [Source:HGNC Symbol;Acc:HGNC:52511]"
ENSG00000234277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01641;NC_000001.11;227393588;227410111;+;16524;lncRNA;"long intergenic non-protein coding RNA 1641 [Source:HGNC Symbol;Acc:HGNC:52428]"
ENSG00000234300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00229;NC_000022.11;44606328;44625419;-;19092;lncRNA;"long intergenic non-protein coding RNA 229 [Source:HGNC Symbol;Acc:HGNC:13240]"
ENSG00000234308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01878;NC_000002.12;212795331;212819263;+;23933;lncRNA;"long intergenic non-protein coding RNA 1878 [Source:HGNC Symbol;Acc:HGNC:52697]"
ENSG00000234323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01505;NC_000009.12;106616058;106679802;+;63745;lncRNA;"long intergenic non-protein coding RNA 1505 [Source:HGNC Symbol;Acc:HGNC:51186]"
ENSG00000234352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC349160;NC_000007.14;136898773;137164341;-;265569;lncRNA;"novel transcript
ENSG00000234414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RBMY1A1;NC_000024.10;21534879;21559683;+;24805;protein_coding;"RNA binding motif protein Y-linked family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:9912]"
ENSG00000234435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01432;NC_000020.11;22054090;22074654;+;20565;lncRNA;"long intergenic non-protein coding RNA 1432 [Source:HGNC Symbol;Acc:HGNC:50745]"
ENSG00000234452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SLC16A12-AS1;NC_000010.11;89455991;89468151;+;12161;lncRNA;"SLC16A12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51205]"
ENSG00000234464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105373220;NC_000001.11;238323088;238445575;+;122488;lncRNA;"novel transcript"
ENSG00000234474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR3663HG;NC_000010.11;117153521;117169055;-;15535;lncRNA;"MIR3663 host gene [Source:HGNC Symbol;Acc:HGNC:50676]"
ENSG00000234497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ERICH3-AS1;NC_000001.11;74577430;74626098;+;48669;lncRNA;"ERICH3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41093]"
ENSG00000234506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01506;NC_000009.12;68543541;68546602;-;3062;lncRNA;"long intergenic non-protein coding RNA 1506 [Source:HGNC Symbol;Acc:HGNC:51187]"
ENSG00000234511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C5orf58;NC_000005.10;170231730;170252569;+;20840;protein_coding;"chromosome 5 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:37272]"
ENSG00000234519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102724357;NC_000006.12;169067786;169069424;+;1639;lncRNA;"novel transcript"
ENSG00000234560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR10G8;NC_000011.10;124029623;124030558;+;936;protein_coding;"olfactory receptor family 10 subfamily G member 8 [Source:HGNC Symbol;Acc:HGNC:14845]"
ENSG00000234572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01800;NC_000002.12;64846130;64863631;-;17502;lncRNA;"long intergenic non-protein coding RNA 1800 [Source:HGNC Symbol;Acc:HGNC:52590]"
ENSG00000234597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101928196;NC_000002.12;19398651;19468822;-;70172;lncRNA;"novel transcript"
ENSG00000234634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02093;NC_000017.11;13299181;13306760;-;7580;lncRNA;"long intergenic non-protein coding RNA 2093 [Source:HGNC Symbol;Acc:HGNC:52944]"
ENSG00000234661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CHL1-AS1;NC_000003.12;363373;385795;-;22423;lncRNA;"CHL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40148]"
ENSG00000234707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100996654;NC_000007.14;54759313;54804969;+;45657;lncRNA;"SEC61G divergent transcript [Source:HGNC Symbol;Acc:HGNC:40835]"
ENSG00000234710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105375148;NC_000007.14;9730082;9769514;+;39433;lncRNA;"novel transcript"
ENSG00000234721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02092;NC_000017.11;73786822;73800795;+;13974;lncRNA;"long intergenic non-protein coding RNA 2092 [Source:HGNC Symbol;Acc:HGNC:52943]"
ENSG00000234722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01287;NC_000007.14;153399919;153412234;-;12316;lncRNA;"long intergenic non-protein coding RNA 1287 [Source:HGNC Symbol;Acc:HGNC:50351]"
ENSG00000234777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02529;NC_000006.12;159383531;159396443;+;12913;lncRNA;"long intergenic non-protein coding RNA 2529 [Source:HGNC Symbol;Acc:HGNC:53555]"
ENSG00000234787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00458;NC_000013.11;54124324;54132871;-;8548;lncRNA;"long intergenic non-protein coding RNA 458 [Source:HGNC Symbol;Acc:HGNC:42807]"
ENSG00000234828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IQCM;NC_000004.12;149351691;149815885;-;464195;protein_coding;"IQ motif containing M [Source:HGNC Symbol;Acc:HGNC:53443]"
ENSG00000234829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFNA17;NC_000009.12;21227243;21228222;-;980;protein_coding;"interferon alpha 17 [Source:HGNC Symbol;Acc:HGNC:5422]"
ENSG00000234854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00676;NC_000013.11;109728274;109730034;+;1761;lncRNA;"long intergenic non-protein coding RNA 676 [Source:HGNC Symbol;Acc:HGNC:44394]"
ENSG00000234859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100505782;NC_000017.11;NW_003315953.2;41402416;20348;41412588;30520;+;-;20346;lncRNA;"novel transcript"
ENSG00000234864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC107984178;NC_000010.11;42695996;42708321;+;12326;lncRNA;"long intergenic non-protein coding RNA 2632 [Source:HGNC Symbol;Acc:HGNC:54114]"
ENSG00000234919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01827;NC_000002.12;195569631;195574478;-;4848;lncRNA;"long intergenic non-protein coding RNA 1827 [Source:HGNC Symbol;Acc:HGNC:52633]"
ENSG00000234952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102724627;NC_000010.11;117734953;117754674;+;19722;lncRNA;"long intergenic non-protein coding RNA 2674 [Source:HGNC Symbol;Acc:HGNC:54168]"
ENSG00000234956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02539;NC_000006.12;137730170;137739037;-;8868;lncRNA;"long intergenic non-protein coding RNA 2539 [Source:HGNC Symbol;Acc:HGNC:53572]"
ENSG00000234973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102724264;NC_000010.11;43777562;43778902;-;1341;lncRNA;"long intergenic non-protein coding RNA 2658 [Source:HGNC Symbol;Acc:HGNC:54144]"
ENSG00000234988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01849;NC_000002.12;100603739;100609358;+;5620;lncRNA;"long intergenic non-protein coding RNA 1849 [Source:HGNC Symbol;Acc:HGNC:52665]"
ENSG00000235009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01883;NC_000002.12;38431294;38433573;+;2280;lncRNA;"long intergenic non-protein coding RNA 1883 [Source:HGNC Symbol;Acc:HGNC:52702]"
ENSG00000235049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00940;NC_000012.12;NW_018654718.1;1929202;271346;1936576;278720;-;-;14750;lncRNA;"long intergenic non-protein coding RNA 940 [Source:HGNC Symbol;Acc:HGNC:48634]"
ENSG00000235054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01777;NC_000001.11;4412051;4424684;+;12634;lncRNA;"long intergenic non-protein coding RNA 1777 [Source:HGNC Symbol;Acc:HGNC:52567]"
ENSG00000235059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PRY;NC_000024.10;22490291;22516303;+;26013;protein_coding;"novel transcript"
ENSG00000235066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102723413;NC_000002.12;118044566;118059505;+;14940;lncRNA;"novel transcript
ENSG00000235097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00330;NC_000013.11;44799504;44809630;-;10127;lncRNA;"long intergenic non-protein coding RNA 330 [Source:HGNC Symbol;Acc:HGNC:42047]"
ENSG00000235118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FAM237A;NC_000002.12;206644227;206649354;+;5128;protein_coding;"family with sequence similarity 237 member A [Source:HGNC Symbol;Acc:HGNC:52388]"
ENSG00000235122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101927020;NC_000006.12;49811540;49820503;+;8964;lncRNA;"novel transcript"
ENSG00000235139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101927378;NC_000007.14;84532476;84584318;+;51843;lncRNA;"long intergenic non-protein coding RNA 3017 [Source:HGNC Symbol;Acc:HGNC:56146]"
ENSG00000235143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC400748;NC_000001.11;30858158;30862399;+;4242;lncRNA;"novel transcript"
ENSG00000235160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02248;NC_000015.10;26395035;26489872;+;94838;lncRNA;"long intergenic non-protein coding RNA 2248 [Source:HGNC Symbol;Acc:HGNC:53147]"
ENSG00000235185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105378614;NC_000001.11;19591802;19596832;-;5031;lncRNA;"MICOS10 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55676]"
ENSG00000235200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01702;NC_000001.11;67521856;67533079;+;11224;lncRNA;"long intergenic non-protein coding RNA 1702 [Source:HGNC Symbol;Acc:HGNC:52490]"
ENSG00000235202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01525;NC_000001.11;117295466;117321336;+;25871;lncRNA;"long intergenic non-protein coding RNA 1525 [Source:HGNC Symbol;Acc:HGNC:51264]"
ENSG00000235221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00383;NC_000013.11;69222346;69322101;+;99756;lncRNA;"long intergenic non-protein coding RNA 383 [Source:HGNC Symbol;Acc:HGNC:42710]"
ENSG00000235304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01281;NC_000023.11;39304956;39327362;-;22407;lncRNA;"long intergenic non-protein coding RNA 1281 [Source:HGNC Symbol;Acc:HGNC:50337]"
ENSG00000235335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105616981;NC_000002.12;167814774;167941144;-;126371;lncRNA;"B3GALT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40089]"
ENSG00000235412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TTTY4B;NC_000024.10;24570202;24607025;+;36824;lncRNA;"testis expressed transcript
ENSG00000235419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC112268431;NC_000002.12;230574543;230589622;-;15080;lncRNA;"novel transcript
ENSG00000235446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105378786;NC_000001.11;69215481;69249517;-;34037;lncRNA;"long intergenic non-protein coding RNA 2791 [Source:HGNC Symbol;Acc:HGNC:54315]"
ENSG00000235455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IQCF5-AS1;NC_000003.12;51873596;51875767;+;2172;lncRNA;"IQCF5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41297]"
ENSG00000235492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01221;NC_000001.11;199016133;199076735;+;60603;lncRNA;"long intergenic non-protein coding RNA 1221 [Source:HGNC Symbol;Acc:HGNC:49671]"
ENSG00000235519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01815;NC_000002.12;81461359;81466946;-;5588;lncRNA;"long intergenic non-protein coding RNA 1815 [Source:HGNC Symbol;Acc:HGNC:52619]"
ENSG00000235535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TRDN-AS1;NC_000006.12;123439604;123471756;+;32153;lncRNA;"TRDN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40592]"
ENSG00000235601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BARX1-AS1;NC_000009.12;93955834;93957922;+;2089;lncRNA;"BARX1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50673]"
ENSG00000235608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NKX1-1;NC_000004.12;1402932;1406442;-;3511;protein_coding;"NK1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:24975]"
ENSG00000235641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00484;NC_000009.12;91119062;91182762;+;63701;lncRNA;"long intergenic non-protein coding RNA 484 [Source:HGNC Symbol;Acc:HGNC:27862]"
ENSG00000235661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR670HG;NC_000011.10;43569306;43570400;+;1095;lncRNA;"MIR670 host gene [Source:HGNC Symbol;Acc:HGNC:49204]"
ENSG00000235699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CXorf51B;NC_000023.11;146809784;146810411;+;628;protein_coding;"chromosome X open reading frame 51B [Source:HGNC Symbol;Acc:HGNC:42787]"
ENSG00000235731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02250;NC_000015.10;25500532;25580177;-;79646;lncRNA;"long intergenic non-protein coding RNA 2250 [Source:HGNC Symbol;Acc:HGNC:53148]"
ENSG00000235741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105378734;NC_000001.11;54516412;54528747;-;12336;lncRNA;"long intergenic non-protein coding RNA 2784 [Source:HGNC Symbol;Acc:HGNC:54304]"
ENSG00000235931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01553;NC_000010.11;59958217;59960913;-;2697;lncRNA;"long intergenic non-protein coding RNA 1553 [Source:HGNC Symbol;Acc:HGNC:23524]"
ENSG00000235942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LCE6A;NC_000001.11;152842830;152844211;+;1382;protein_coding;"late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824]"
ENSG00000236013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100507477;NC_000006.12;139976319;140093721;+;117403;lncRNA;"long intergenic non-protein coding RNA 2941 [Source:HGNC Symbol;Acc:HGNC:55956]"
ENSG00000236032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR5H14;NC_000003.12;98149386;98150318;+;933;protein_coding;"olfactory receptor family 5 subfamily H member 14 [Source:HGNC Symbol;Acc:HGNC:31286]"
ENSG00000236036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00445;NC_000013.11;35697524;35699256;+;1733;lncRNA;"long intergenic non-protein coding RNA 445 [Source:HGNC Symbol;Acc:HGNC:42782]"
ENSG00000236049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01920;NC_000002.12;150552532;150572221;-;19690;lncRNA;"long intergenic non-protein coding RNA 1920 [Source:HGNC Symbol;Acc:HGNC:52738]"
ENSG00000236091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02243;NC_000023.11;134949549;134953382;+;3834;lncRNA;"long intergenic non-protein coding RNA 2243 [Source:HGNC Symbol;Acc:HGNC:53129]"
ENSG00000236109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105373525;NC_000002.12;104583124;104585357;+;2234;lncRNA;"novel transcript"
ENSG00000236126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CT47A3;NC_000023.11;120972746;120976166;-;3421;protein_coding;"cancer/testis antigen family 47 member A3 [Source:HGNC Symbol;Acc:HGNC:33284]"
ENSG00000236172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR7515HG;NC_000002.12;6649107;6650519;-;1413;lncRNA;"MIR7515 host gene [Source:HGNC Symbol;Acc:HGNC:49838]"
ENSG00000236193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01953;NC_000002.12;213155816;213167710;-;11895;lncRNA;"long intergenic non-protein coding RNA 1953 [Source:HGNC Symbol;Acc:HGNC:52776]"
ENSG00000236289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GACAT3;NC_000002.12;16050427;16085689;+;35263;lncRNA;"gastric cancer associated transcript 3 [Source:HGNC Symbol;Acc:HGNC:50847]"
ENSG00000236306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01241;NC_000009.12;25780056;25812968;+;32913;lncRNA;"long intergenic non-protein coding RNA 1241 [Source:HGNC Symbol;Acc:HGNC:49804]"
ENSG00000236371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CT47A1;NC_000023.11;120982466;120985886;-;3421;protein_coding;"cancer/testis antigen family 47 member A1 [Source:HGNC Symbol;Acc:HGNC:33282]"
ENSG00000236373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101926942;NC_000010.11;90402521;90540805;-;138285;lncRNA;"long intergenic non-protein coding RNA 2653 [Source:HGNC Symbol;Acc:HGNC:54138]"
ENSG00000236398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TAS2R39;NC_000007.14;143183419;143184435;+;1017;protein_coding;"taste 2 receptor member 39 [Source:HGNC Symbol;Acc:HGNC:18886]"
ENSG00000236403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105376314;NC_000009.12;134934931;134943558;+;8628;lncRNA;"novel transcript"
ENSG00000236436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101928271;NC_000002.12;20859771;20861661;+;1891;lncRNA;"long intergenic non-protein coding RNA 2850 [Source:HGNC Symbol;Acc:HGNC:54386]"
ENSG00000236446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CT47B1;NC_000023.11;120872552;120875925;-;3374;protein_coding;"cancer/testis antigen family 47 member B1 [Source:HGNC Symbol;Acc:HGNC:33293]"
ENSG00000236461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101928748;NC_000009.12;115119539;115138409;-;18871;lncRNA;"novel transcript"
ENSG00000236464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02559;NC_000022.11;26152151;26164287;+;12137;lncRNA;"long intergenic non-protein coding RNA 2559 [Source:HGNC Symbol;Acc:HGNC:53598]"
ENSG00000236481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02195;NC_000016.10;26584799;26595452;-;10654;lncRNA;"long intergenic non-protein coding RNA 2195 [Source:HGNC Symbol;Acc:HGNC:53058]"
ENSG00000236497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01744;NC_000001.11;232727254;232742715;-;15462;lncRNA;"long intergenic non-protein coding RNA 1744 [Source:HGNC Symbol;Acc:HGNC:52532]"
ENSG00000236511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01231;NC_000009.12;3181589;3200500;+;18912;lncRNA;"long intergenic non-protein coding RNA 1231 [Source:HGNC Symbol;Acc:HGNC:49688]"
ENSG00000236513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101928201;NC_000023.11;4627200;4633572;-;6373;lncRNA;"novel transcript"
ENSG00000236543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102723971;NC_000009.12;135614222;135619893;+;5672;protein_coding;"novel beta-lactoglobulin-like protein"
ENSG00000236611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02556;NC_000022.11;23326616;23328493;+;1878;lncRNA;"long intergenic non-protein coding RNA 2556 [Source:HGNC Symbol;Acc:HGNC:53595]"
ENSG00000236635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC02540;NC_000006.12;76522448;76593623;-;71176;lncRNA;"long intergenic non-protein coding RNA 2540 [Source:HGNC Symbol;Acc:HGNC:53573]"
ENSG00000236637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFNA4;NC_000009.12;21186618;21187599;-;982;protein_coding;"interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]"
ENSG00000236648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC107984028;NC_000001.11;17717573;17722353;+;4781;lncRNA;"long intergenic non-protein coding RNA 2810 [Source:HGNC Symbol;Acc:HGNC:54342]"
ENSG00000236656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC107985213;NC_000001.11;158474456;158494957;-;20502;lncRNA;"novel transcript"
ENSG00000236678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00347;NC_000013.11;74552843;74557120;+;4278;lncRNA;"long intergenic non-protein coding RNA 347 [Source:HGNC Symbol;Acc:HGNC:27890]"
ENSG00000236720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01741;NC_000001.11;177700524;177710330;+;9807;lncRNA;"long intergenic non-protein coding RNA 1741 [Source:HGNC Symbol;Acc:HGNC:52529]"
ENSG00000236747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01282;NC_000023.11;39367285;39391774;-;24490;lncRNA;"long intergenic non-protein coding RNA 1282 [Source:HGNC Symbol;Acc:HGNC:50338]"
ENSG00000236769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105378277;NC_000010.11;43901365;43912472;-;11108;lncRNA;"long intergenic non-protein coding RNA 2659 [Source:HGNC Symbol;Acc:HGNC:54145]"
ENSG00000236790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00298;NC_000002.12;7922425;7976814;-;54390;lncRNA;"long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]"
ENSG00000236799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102724589;NC_000010.11;114994657;114996593;+;1937;lncRNA;"long intergenic non-protein coding RNA 2626 [Source:HGNC Symbol;Acc:HGNC:54105]"
ENSG00000236866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100996263;NC_000001.11;117596832;117605770;-;8939;lncRNA;"TENT5C divergent transcript [Source:HGNC Symbol;Acc:HGNC:55656]"
ENSG00000236950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01774;NC_000001.11;208972454;208975307;+;2854;lncRNA;"long intergenic non-protein coding RNA 1774 [Source:HGNC Symbol;Acc:HGNC:52564]"
ENSG00000236951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102725532;NC_000024.10;22101692;22147540;-;45849;lncRNA;"novel transcript"
ENSG00000236980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3orf84;NC_000003.12;49177539;49192684;-;15146;protein_coding;"ciliary microtubule inner protein 7 [Source:HGNC Symbol;Acc:HGNC:44666]"
ENSG00000236981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR10G9;NC_000011.10;124023013;124023948;+;936;protein_coding;"olfactory receptor family 10 subfamily G member 9 [Source:HGNC Symbol;Acc:HGNC:15129]"
